group,experiment,algorithm,result_algorithm,evals,target_angle_rad,tip_mass_g,tip_mass_kg,damping_mode,init_file,best,median,mean,worst,std,fearate,elapsed_time,process_file,best_individual
group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g,group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g_dsi-c2ode_adaptive_target_1_05_mass_9_78g,dsi-c2ode,DSI-C2oDE,21,1.05,9.78,0.009779999999999999,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_05-adaptive.npz,0.0053737880945080255,0.0053737880945080255,0.0053737880945080255,0.0053737880945080255,0.0,1.0,6652.887575873174,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260701-164024/process/group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g_dsi-c2ode_adaptive_target_1_05_mass_9_78g.npz,"[0.011180555555555553, -0.04276373654705219, -0.15629262899920005, -0.24676429253501983, -0.22231074250705068, -0.09758115420586136, 2.671036566620132, 0.5, 0.4777541439286782, 0.5222458560713218, 0.8937248370604924, 12.695119072513704, 13.929595010082497, 0.35, 0.9052250626861249, 0.028350844224483487]"
group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g,group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g_edapp_adaptive_target_1_05_mass_9_78g,edapp,EDA++,21,1.05,9.78,0.009779999999999999,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_05-adaptive.npz,0.005553231953434925,0.005553231953434925,0.005553231953434925,0.005553231953434925,0.0,1.0,5180.729201941285,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260701-164024/process/group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g_edapp_adaptive_target_1_05_mass_9_78g.npz,"[0.008514376734275545, -0.03798381548684777, -0.1343772295863895, -0.2290710830131175, -0.21551276377344275, -0.10810419294826147, 2.9956569470522103, 0.3742365956324344, 0.5883399113858153, 0.4116600886141847, 0.811544741277597, 24.419378987237394, 9.1109896629496, 0.28486805117132774, 0.7688954125223745, 0.07491884455745268]"
group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g,group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g_opmwade_adaptive_target_1_05_mass_9_78g,opmwade,OPMWADE,21,1.05,9.78,0.009779999999999999,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_05-adaptive.npz,0.0055736973609090005,0.0055736973609090005,0.0055736973609090005,0.0055736973609090005,0.0,1.0,5047.812057759147,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260701-164024/process/group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g_opmwade_adaptive_target_1_05_mass_9_78g.npz,"[0.004647220799780805, -0.049432836485075536, -0.1537888475712135, -0.24178155274181412, -0.2217321408628116, -0.08990842305689664, 0.0, 0.12668006944456112, 0.45087620395066524, 0.5491237960493347, 0.8659015733427531, 14.827456549403017, 21.76179484210882, 0.1963415770629151, 0.841372521318605, 0.04130367158464105]"
group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g,group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g_rnd_adaptive_target_1_05_mass_9_78g,rnd,RND,21,1.05,9.78,0.009779999999999999,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_05-adaptive.npz,0.005026168932184839,0.005026168932184839,0.005026168932184839,0.005026168932184839,0.0,1.0,5019.119386288803,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260701-164024/process/group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g_rnd_adaptive_target_1_05_mass_9_78g.npz,"[0.010999324707644122, -0.04070805569029996, -0.1575, -0.24888888888888874, -0.21808542232760106, -0.10267079172197842, 3.020387629720658, 0.5, 0.5145048813397523, 0.48549511866024775, 0.8098990251366367, 15.675758785694804, 29.680969752736047, 0.29891208554495297, 0.9464877513195982, 0.059966014102546455]"
group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g,group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g_tpde_adaptive_target_1_05_mass_9_78g,tpde,TPDE,21,1.05,9.78,0.009779999999999999,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_05-adaptive.npz,0.004843269566402763,0.004843269566402763,0.004843269566402763,0.004843269566402763,0.0,1.0,5145.050270949025,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260701-164024/process/group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g_tpde_adaptive_target_1_05_mass_9_78g.npz,"[0.009824995426331418, -0.04207233416825902, -0.1541608344068393, -0.24888888888888874, -0.23166969921388555, -0.09496483552404875, 0.20079775230028174, 0.4098026870277346, 0.44743002427643835, 0.5525699757235616, 0.8618212758696895, 22.73102173792803, 2.0, 0.17770653472827913, 0.8968407580295119, 0.04497472842890562]"
group2_adaptive_damping_three_angles_mass_9_78g,group2_adaptive_damping_three_angles_mass_9_78g_opmwade_adaptive_target_1_05_mass_9_78g,opmwade,OPMWADE,21,1.05,9.78,0.009779999999999999,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_05-adaptive.npz,0.0055736973609090005,0.0055736973609090005,0.0055736973609090005,0.0055736973609090005,0.0,1.0,5047.812057759147,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260701-164024/process/group2_adaptive_damping_three_angles_mass_9_78g_opmwade_adaptive_target_1_05_mass_9_78g.npz,"[0.004647220799780805, -0.049432836485075536, -0.1537888475712135, -0.24178155274181412, -0.2217321408628116, -0.08990842305689664, 0.0, 0.12668006944456112, 0.45087620395066524, 0.5491237960493347, 0.8659015733427531, 14.827456549403017, 21.76179484210882, 0.1963415770629151, 0.841372521318605, 0.04130367158464105]"
group2_adaptive_damping_three_angles_mass_9_78g,group2_adaptive_damping_three_angles_mass_9_78g_opmwade_adaptive_target_1_57_mass_9_78g,opmwade,OPMWADE,21,1.57,9.78,0.009779999999999999,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_57-adaptive.npz,0.011767851929519086,0.011767851929519086,0.011767851929519086,0.011767851929519086,0.0,1.0,5062.0096619096585,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260701-164024/process/group2_adaptive_damping_three_angles_mass_9_78g_opmwade_adaptive_target_1_57_mass_9_78g.npz,"[0.0023281514450767616, -0.08436425631505072, -0.2351479174649471, -0.3633021578238004, -0.3181703323455375, -0.12205967464030287, 1.2404662210329738, 0.27577172187543375, 0.5236839346610664, 0.47631606533893356, 0.8520820802404686, 11.577966303515094, 21.336465448719252, 0.22425707118615082, 0.8838975434508636, 0.03378827949119226]"
group2_adaptive_damping_three_angles_mass_9_78g,group2_adaptive_damping_three_angles_mass_9_78g_opmwade_adaptive_target_2_09_mass_9_78g,opmwade,OPMWADE,21,2.09,9.78,0.009779999999999999,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_2_09-adaptive.npz,0.02066739814557271,0.02066739814557271,0.02066739814557271,0.02066739814557271,0.0,1.0,5071.094011021778,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260701-164024/process/group2_adaptive_damping_three_angles_mass_9_78g_opmwade_adaptive_target_2_09_mass_9_78g.npz,"[0.007660774193082542, -0.09691088444278705, -0.30169607826511946, -0.495407407407407, -0.47978794474022624, -0.2191653436093487, 0.8319266293375693, 0.3470289224916042, 0.55527719036606, 0.44472280963393995, 0.8905896558331869, 15.165459206810961, 29.15732089066149, 0.1362192764305276, 0.7258581785895082, 0.10927187647462852]"
group3_adaptive_damping_target_1_05_three_masses,group3_adaptive_damping_target_1_05_three_masses_opmwade_adaptive_target_1_05_mass_9_78g,opmwade,OPMWADE,21,1.05,9.78,0.009779999999999999,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_05-adaptive.npz,0.0055736973609090005,0.0055736973609090005,0.0055736973609090005,0.0055736973609090005,0.0,1.0,5047.812057759147,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260701-164024/process/group3_adaptive_damping_target_1_05_three_masses_opmwade_adaptive_target_1_05_mass_9_78g.npz,"[0.004647220799780805, -0.049432836485075536, -0.1537888475712135, -0.24178155274181412, -0.2217321408628116, -0.08990842305689664, 0.0, 0.12668006944456112, 0.45087620395066524, 0.5491237960493347, 0.8659015733427531, 14.827456549403017, 21.76179484210882, 0.1963415770629151, 0.841372521318605, 0.04130367158464105]"
group3_adaptive_damping_target_1_05_three_masses,group3_adaptive_damping_target_1_05_three_masses_opmwade_adaptive_target_1_05_mass_19_30g,opmwade,OPMWADE,21,1.05,19.3,0.0193,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_05-adaptive.npz,0.005091725866222903,0.005091725866222903,0.005091725866222903,0.005091725866222903,0.0,1.0,5071.177383038681,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260701-164024/process/group3_adaptive_damping_target_1_05_three_masses_opmwade_adaptive_target_1_05_mass_19_30g.npz,"[0.004419139715554078, -0.05095812248052443, -0.1575, -0.24851558263105752, -0.22855489701191162, -0.09547673618629766, 1.950860262812064, 0.20608378222218088, 0.518130103252563, 0.48186989674743697, 0.8691440575847543, 17.091888186436947, 39.518283009482964, 0.24158000731340973, 0.9174790919489216, 0.07137410389740112]"
group3_adaptive_damping_target_1_05_three_masses,group3_adaptive_damping_target_1_05_three_masses_opmwade_adaptive_target_1_05_mass_40_47g,opmwade,OPMWADE,21,1.05,40.47,0.04047,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_05-adaptive.npz,0.007171676242812309,0.007171676242812309,0.007171676242812309,0.007171676242812309,0.0,1.0,5047.78217528807,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260701-164024/process/group3_adaptive_damping_target_1_05_three_masses_opmwade_adaptive_target_1_05_mass_40_47g.npz,"[0.01113016661773265, -0.020775977668751035, -0.11290889391303481, -0.2180405777904409, -0.22349081822731592, -0.09235107014915199, 3.333788723597685, 0.2886003807855001, 0.4885703186159723, 0.5114296813840278, 0.8521032048170762, 13.648253680998453, 16.904431638948886, 0.2945189533032746, 0.8642153139181118, 0.03211158194120468]"
group4_opmwade_three_damping_modes_target_1_05_mass_9_78g,group4_opmwade_three_damping_modes_target_1_05_mass_9_78g_opmwade_none_target_1_05_mass_9_78g,opmwade,OPMWADE,21,1.05,9.78,0.009779999999999999,none,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_05-none.npz,0.004435766987568149,0.004435766987568149,0.004435766987568149,0.004435766987568149,0.0,1.0,4768.101777390577,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260701-164024/process/group4_opmwade_three_damping_modes_target_1_05_mass_9_78g_opmwade_none_target_1_05_mass_9_78g.npz,"[0.010974458285878721, -0.03781798929092662, -0.14739632786905202, -0.24840511871764423, -0.23663796595501993, -0.10916464298056924, 2.4691311312187985, 0.4960829074867294, 0.5262009927004418, 0.47379900729955815, 0.8796222890773323]"
group4_opmwade_three_damping_modes_target_1_05_mass_9_78g,group4_opmwade_three_damping_modes_target_1_05_mass_9_78g_opmwade_fixed_target_1_05_mass_9_78g,opmwade,OPMWADE,21,1.05,9.78,0.009779999999999999,fixed,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_05-fixed.npz,0.006929744455827426,0.006929744455827426,0.006929744455827426,0.006929744455827426,0.0,1.0,4924.027038334869,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260701-164024/process/group4_opmwade_three_damping_modes_target_1_05_mass_9_78g_opmwade_fixed_target_1_05_mass_9_78g.npz,"[0.007687659241500218, -0.03167053828796564, -0.12673174046677768, -0.21511815212024396, -0.19755619215772516, -0.0986190403788843, 2.7283683778415506, 0.3535601427479441, 0.4738060786443239, 0.5261939213556761, 0.7641379983729327, 7.012188017024028, 20.226683174360236]"
group4_opmwade_three_damping_modes_target_1_05_mass_9_78g,group4_opmwade_three_damping_modes_target_1_05_mass_9_78g_opmwade_adaptive_target_1_05_mass_9_78g,opmwade,OPMWADE,21,1.05,9.78,0.009779999999999999,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_05-adaptive.npz,0.0055736973609090005,0.0055736973609090005,0.0055736973609090005,0.0055736973609090005,0.0,1.0,5047.812057759147,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260701-164024/process/group4_opmwade_three_damping_modes_target_1_05_mass_9_78g_opmwade_adaptive_target_1_05_mass_9_78g.npz,"[0.004647220799780805, -0.049432836485075536, -0.1537888475712135, -0.24178155274181412, -0.2217321408628116, -0.08990842305689664, 0.0, 0.12668006944456112, 0.45087620395066524, 0.5491237960493347, 0.8659015733427531, 14.827456549403017, 21.76179484210882, 0.1963415770629151, 0.841372521318605, 0.04130367158464105]"
