group,experiment,algorithm,result_algorithm,evals,target_angle_rad,tip_mass_g,tip_mass_kg,damping_mode,init_file,best,median,mean,worst,std,fearate,elapsed_time,process_file,best_individual
group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g,group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g_dsi-c2ode_adaptive_target_1_05_mass_9_78g,dsi-c2ode,DSI-C2oDE,21,1.05,9.78,0.009779999999999999,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_05-adaptive.npz,0.0053737880945080255,0.0053737880945080255,0.0053737880945080255,0.0053737880945080255,0.0,1.0,6029.277872479055,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260702-005252/process/group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g_dsi-c2ode_adaptive_target_1_05_mass_9_78g.npz,"[0.011180555555555553, -0.04276373654705219, -0.15629262899920005, -0.24676429253501983, -0.22231074250705068, -0.09758115420586136, 2.671036566620132, 0.5, 0.4777541439286782, 0.5222458560713218, 0.8937248370604924, 12.695119072513704, 13.929595010082497, 0.35, 0.9052250626861249, 0.028350844224483487]"
group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g,group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g_edapp_adaptive_target_1_05_mass_9_78g,edapp,EDA++,21,1.05,9.78,0.009779999999999999,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_05-adaptive.npz,0.005553231953434925,0.005553231953434925,0.005553231953434925,0.005553231953434925,0.0,1.0,5435.454983098898,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260702-005252/process/group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g_edapp_adaptive_target_1_05_mass_9_78g.npz,"[0.008514376734275545, -0.03798381548684777, -0.1343772295863895, -0.2290710830131175, -0.21551276377344275, -0.10810419294826147, 2.9956569470522103, 0.3742365956324344, 0.5883399113858153, 0.4116600886141847, 0.811544741277597, 24.419378987237394, 9.1109896629496, 0.28486805117132774, 0.7688954125223745, 0.07491884455745268]"
group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g,group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g_opmwade_adaptive_target_1_05_mass_9_78g,opmwade,OPMWADE,21,1.05,9.78,0.009779999999999999,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_05-adaptive.npz,0.006429576581293767,0.006429576581293767,0.006429576581293767,0.006429576581293767,0.0,1.0,5283.943477433175,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260702-005252/process/group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g_opmwade_adaptive_target_1_05_mass_9_78g.npz,"[0.008980983244009914, -0.036067838515605424, -0.12860860197006627, -0.20998875519535848, -0.18792216960162167, -0.09819308867914509, 0.7908755243611169, 0.1545023403745665, 0.5009967428459419, 0.49900325715405813, 0.6844403519339589, 21.120282299972335, 47.48657695076608, 0.24144726486414853, 0.8945453035379904, 0.08392930825277811]"
group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g,group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g_rnd_adaptive_target_1_05_mass_9_78g,rnd,RND,21,1.05,9.78,0.009779999999999999,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_05-adaptive.npz,0.005026168932184839,0.005026168932184839,0.005026168932184839,0.005026168932184839,0.0,1.0,5245.563397722784,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260702-005252/process/group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g_rnd_adaptive_target_1_05_mass_9_78g.npz,"[0.010999324707644122, -0.04070805569029996, -0.1575, -0.24888888888888874, -0.21808542232760106, -0.10267079172197842, 3.020387629720658, 0.5, 0.5145048813397523, 0.48549511866024775, 0.8098990251366367, 15.675758785694804, 29.680969752736047, 0.29891208554495297, 0.9464877513195982, 0.059966014102546455]"
group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g,group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g_tpde_adaptive_target_1_05_mass_9_78g,tpde,TPDE,21,1.05,9.78,0.009779999999999999,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_05-adaptive.npz,0.004843269566402763,0.004843269566402763,0.004843269566402763,0.004843269566402763,0.0,1.0,5374.359059037641,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260702-005252/process/group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g_tpde_adaptive_target_1_05_mass_9_78g.npz,"[0.009824995426331418, -0.04207233416825902, -0.1541608344068393, -0.24888888888888874, -0.23166969921388555, -0.09496483552404875, 0.20079775230028174, 0.4098026870277346, 0.44743002427643835, 0.5525699757235616, 0.8618212758696895, 22.73102173792803, 2.0, 0.17770653472827913, 0.8968407580295119, 0.04497472842890562]"
group2_adaptive_damping_three_angles_mass_9_78g,group2_adaptive_damping_three_angles_mass_9_78g_opmwade_adaptive_target_1_05_mass_9_78g,opmwade,OPMWADE,21,1.05,9.78,0.009779999999999999,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_05-adaptive.npz,0.006429576581293767,0.006429576581293767,0.006429576581293767,0.006429576581293767,0.0,1.0,5283.943477433175,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260702-005252/process/group2_adaptive_damping_three_angles_mass_9_78g_opmwade_adaptive_target_1_05_mass_9_78g.npz,"[0.008980983244009914, -0.036067838515605424, -0.12860860197006627, -0.20998875519535848, -0.18792216960162167, -0.09819308867914509, 0.7908755243611169, 0.1545023403745665, 0.5009967428459419, 0.49900325715405813, 0.6844403519339589, 21.120282299972335, 47.48657695076608, 0.24144726486414853, 0.8945453035379904, 0.08392930825277811]"
group2_adaptive_damping_three_angles_mass_9_78g,group2_adaptive_damping_three_angles_mass_9_78g_opmwade_adaptive_target_1_57_mass_9_78g,opmwade,OPMWADE,21,1.57,9.78,0.009779999999999999,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_57-adaptive.npz,0.011934250447702754,0.011934250447702754,0.011934250447702754,0.011934250447702754,0.0,1.0,5298.432585170958,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260702-005252/process/group2_adaptive_damping_three_angles_mass_9_78g_opmwade_adaptive_target_1_57_mass_9_78g.npz,"[0.0053374043421098175, -0.06594696069836473, -0.21343376950989984, -0.3520565950718453, -0.3290457207957843, -0.12501476094571573, 3.304183104944793, 0.2689480380568504, 0.5107908289442804, 0.4892091710557196, 0.8725911243723705, 10.903801406581358, 29.558283323919188, 0.17875030893967267, 0.8707240911787588, 0.07098511805731295]"
group2_adaptive_damping_three_angles_mass_9_78g,group2_adaptive_damping_three_angles_mass_9_78g_opmwade_adaptive_target_2_09_mass_9_78g,opmwade,OPMWADE,21,2.09,9.78,0.009779999999999999,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_2_09-adaptive.npz,0.018403813106595026,0.018403813106595026,0.018403813106595026,0.018403813106595026,0.0,1.0,5289.56912149908,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260702-005252/process/group2_adaptive_damping_three_angles_mass_9_78g_opmwade_adaptive_target_2_09_mass_9_78g.npz,"[0.02035195448307992, -0.0626631021952863, -0.27242520658508973, -0.4792307909734259, -0.4516100650241751, -0.18073079173801093, 2.772924631065892, 0.4897445268917082, 0.5229893700691972, 0.4770106299308028, 0.898907347710343, 14.61675610433334, 26.57974187039488, 0.1786879203301909, 0.9567561752875248, 0.05327733213280928]"
group3_adaptive_damping_target_1_05_three_masses,group3_adaptive_damping_target_1_05_three_masses_opmwade_adaptive_target_1_05_mass_9_78g,opmwade,OPMWADE,21,1.05,9.78,0.009779999999999999,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_05-adaptive.npz,0.006429576581293767,0.006429576581293767,0.006429576581293767,0.006429576581293767,0.0,1.0,5283.943477433175,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260702-005252/process/group3_adaptive_damping_target_1_05_three_masses_opmwade_adaptive_target_1_05_mass_9_78g.npz,"[0.008980983244009914, -0.036067838515605424, -0.12860860197006627, -0.20998875519535848, -0.18792216960162167, -0.09819308867914509, 0.7908755243611169, 0.1545023403745665, 0.5009967428459419, 0.49900325715405813, 0.6844403519339589, 21.120282299972335, 47.48657695076608, 0.24144726486414853, 0.8945453035379904, 0.08392930825277811]"
group3_adaptive_damping_target_1_05_three_masses,group3_adaptive_damping_target_1_05_three_masses_opmwade_adaptive_target_1_05_mass_19_30g,opmwade,OPMWADE,21,1.05,19.3,0.0193,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_05-adaptive.npz,0.005215524664908785,0.005215524664908785,0.005215524664908785,0.005215524664908785,0.0,1.0,5300.362532007042,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260702-005252/process/group3_adaptive_damping_target_1_05_three_masses_opmwade_adaptive_target_1_05_mass_19_30g.npz,"[0.0015933985720204872, -0.056626608878375485, -0.15746171950528695, -0.24876286046018406, -0.22945638639174346, -0.0996195150140691, 2.0489508627243973, 0.240252663960452, 0.5187491648411526, 0.48125083515884737, 0.851843983671342, 18.05774406411942, 18.899815034389047, 0.31879618503333307, 0.836263222662718, 0.0656677574742386]"
