group,experiment,algorithm,result_algorithm,evals,target_angle_rad,tip_mass_g,tip_mass_kg,damping_mode,init_file,best,median,mean,worst,std,fearate,elapsed_time,process_file
group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g,group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g_dsi-c2ode_adaptive_target_1_05_mass_9_78g,dsi-c2ode,DSI-C2oDE,21,1.05,9.78,0.009779999999999999,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_05-adaptive.npz,0.0053737880945080255,0.0053737880945080255,0.0053737880945080255,0.0053737880945080255,0.0,1.0,5719.842805377673,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260630-111256/process/group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g_dsi-c2ode_adaptive_target_1_05_mass_9_78g.npz
group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g,group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g_edapp_adaptive_target_1_05_mass_9_78g,edapp,EDA++,21,1.05,9.78,0.009779999999999999,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_05-adaptive.npz,0.005553231953434925,0.005553231953434925,0.005553231953434925,0.005553231953434925,0.0,1.0,5132.114832977764,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260630-111256/process/group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g_edapp_adaptive_target_1_05_mass_9_78g.npz
group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g,group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g_opmwade_adaptive_target_1_05_mass_9_78g,opmwade,OPMWADE,21,1.05,9.78,0.009779999999999999,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_05-adaptive.npz,0.00905663980722559,0.00905663980722559,0.00905663980722559,0.00905663980722559,0.0,1.0,5032.618166885804,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260630-111256/process/group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g_opmwade_adaptive_target_1_05_mass_9_78g.npz
group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g,group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g_rnd_adaptive_target_1_05_mass_9_78g,rnd,RND,21,1.05,9.78,0.009779999999999999,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_05-adaptive.npz,0.019019084661755663,0.019019084661755663,0.019019084661755663,0.019019084661755663,0.0,1.0,4990.065455016214,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260630-111256/process/group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g_rnd_adaptive_target_1_05_mass_9_78g.npz
group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g,group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g_tpde_adaptive_target_1_05_mass_9_78g,tpde,TPDE,21,1.05,9.78,0.009779999999999999,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_05-adaptive.npz,0.004843269566402763,0.004843269566402763,0.004843269566402763,0.004843269566402763,0.0,1.0,5126.326873520855,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260630-111256/process/group1_algorithm_comparison_adaptive_target_1_05_mass_9_78g_tpde_adaptive_target_1_05_mass_9_78g.npz
group2_adaptive_damping_three_angles_mass_9_78g,group2_adaptive_damping_three_angles_mass_9_78g_opmwade_adaptive_target_1_05_mass_9_78g,opmwade,OPMWADE,21,1.05,9.78,0.009779999999999999,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_05-adaptive.npz,0.00905663980722559,0.00905663980722559,0.00905663980722559,0.00905663980722559,0.0,1.0,5032.618166885804,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260630-111256/process/group2_adaptive_damping_three_angles_mass_9_78g_opmwade_adaptive_target_1_05_mass_9_78g.npz
group2_adaptive_damping_three_angles_mass_9_78g,group2_adaptive_damping_three_angles_mass_9_78g_opmwade_adaptive_target_1_57_mass_9_78g,opmwade,OPMWADE,21,1.57,9.78,0.009779999999999999,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_57-adaptive.npz,0.018237305814135192,0.018237305814135192,0.018237305814135192,0.018237305814135192,0.0,1.0,5009.4098371039145,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260630-111256/process/group2_adaptive_damping_three_angles_mass_9_78g_opmwade_adaptive_target_1_57_mass_9_78g.npz
group2_adaptive_damping_three_angles_mass_9_78g,group2_adaptive_damping_three_angles_mass_9_78g_opmwade_adaptive_target_2_09_mass_9_78g,opmwade,OPMWADE,21,2.09,9.78,0.009779999999999999,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_2_09-adaptive.npz,0.0323473366769536,0.0323473366769536,0.0323473366769536,0.0323473366769536,0.0,1.0,5011.799060549587,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260630-111256/process/group2_adaptive_damping_three_angles_mass_9_78g_opmwade_adaptive_target_2_09_mass_9_78g.npz
group3_adaptive_damping_target_1_05_three_masses,group3_adaptive_damping_target_1_05_three_masses_opmwade_adaptive_target_1_05_mass_9_78g,opmwade,OPMWADE,21,1.05,9.78,0.009779999999999999,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_05-adaptive.npz,0.00905663980722559,0.00905663980722559,0.00905663980722559,0.00905663980722559,0.0,1.0,5032.618166885804,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260630-111256/process/group3_adaptive_damping_target_1_05_three_masses_opmwade_adaptive_target_1_05_mass_9_78g.npz
group3_adaptive_damping_target_1_05_three_masses,group3_adaptive_damping_target_1_05_three_masses_opmwade_adaptive_target_1_05_mass_19_30g,opmwade,OPMWADE,21,1.05,19.3,0.0193,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_05-adaptive.npz,0.008612782455413822,0.008612782455413822,0.008612782455413822,0.008612782455413822,0.0,1.0,5022.944926092867,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260630-111256/process/group3_adaptive_damping_target_1_05_three_masses_opmwade_adaptive_target_1_05_mass_19_30g.npz
group3_adaptive_damping_target_1_05_three_masses,group3_adaptive_damping_target_1_05_three_masses_opmwade_adaptive_target_1_05_mass_40_47g,opmwade,OPMWADE,21,1.05,40.47,0.04047,adaptive,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_05-adaptive.npz,0.009907655190974852,0.009907655190974852,0.009907655190974852,0.009907655190974852,0.0,1.0,5010.856391492765,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260630-111256/process/group3_adaptive_damping_target_1_05_three_masses_opmwade_adaptive_target_1_05_mass_40_47g.npz
group4_opmwade_three_damping_modes_target_1_05_mass_9_78g,group4_opmwade_three_damping_modes_target_1_05_mass_9_78g_opmwade_none_target_1_05_mass_9_78g,opmwade,OPMWADE,21,1.05,9.78,0.009779999999999999,none,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/init_data/PrG21InitData-target_1_05-none.npz,0.009849165902516744,0.009849165902516744,0.009849165902516744,0.009849165902516744,0.0,1.0,4741.5940612657,/home/zyq/FLRM_YanExp/FLRM_ControlSystemAndSDSAHA/results/requested_experiments/20260630-111256/process/group4_opmwade_three_damping_modes_target_1_05_mass_9_78g_opmwade_none_target_1_05_mass_9_78g.npz
